index,gender,region_large,region_small,age,weight,height,hobbies,user_id
8068,1,Zilina Region,Zilina,1X,7X,18X,sports,8110
8069,0,Zilina Region,Zilina,1X,7X,18X,movies,8068
8070,1,Zilina Region,Cadca,3X,7X,17X,hiking,8043
8071,0,Zilinsky region,Martin,2X,9X,18X,party,7965
8072,1,Zilina Region,Zilina,2X,9X,18X,priatelia,7979
8073,0,Zilina Region,Zilina,1X,5X,17X,painting,8092
8074,1,kosick region,spisska nova ves,0X,8X,18X,movies,8125
8075,1,Zilina Region,Zilina,0X,7X,17X,shopping,8135
8076,0,Zilina Region,Kysucke New Town,2X,5X,16X,music,8083
8077,1,Zilina Region,Zilina,2X,7X,17X,sports,8044
8078,0,kosick region,kosice - surroundings,0X,20X,18X,hiking,8136
8079,0,Zilina Region,Cadca,1X,20X,18X,discos,8111
8080,0,kosick region,spisska nova ves,1X,6X,16X,astronomy,8069
8081,1,Zilinsky region,Martin,2X,5X,17X,music,7980
8082,1,Zilina Region,Kysucke New Town,2X,6X,17X,discos,8093
8083,1,Zilina Region,Zilina,2X,7X,18X,movies,8126
8084,0,Zilina Region,Cadca,2X,4X,17X,theater,8084
8085,1,Zilina Region,Zilina,2X,4X,16X,cooking,8137
8086,0,Zilina Region,Zilina,0X,4X,16X,movies,8070
8087,0,Zilina Region,Zilina,2X,9X,17X,shopping,8045
8088,1,abroad,abroad - others,1X,7X,17X,sports,8028
8089,0,Zilina Region,Cadca,0X,8X,18X,camping,8112
8090,1,Zilina Region,Cadca,2X,8X,19X,reading,7981
8091,0,Czech Republic,Czech Republic - South Moravian Region,2X,5X,17X,dancing,8127
8092,0,Zilina Region,Zilina,1X,4X,16X,swim,8071
8093,0,Zilina Region,Zilina,0X,6X,18X,traveling,8138
8094,0,Zilina Region,Cadca,2X,6X,17X,movies,8046
8095,0,Zilinsky region,Turzovka,1X,6X,17X,camping,8113
8096,0,Zilina Region,Cadca,2X,5X,17X,movies,8085
8097,1,Zilina Region,Zilina,0X,7X,18X,hiking,8029
8098,1,kosicky region,kosice - Tahanovce housing estate,2X,11X,19X,movies,8128
8099,1,abroad,abroad - others,2X,7X,18X,friends,8047
8100,0,Zilina region,instead,0X,7X,18X,camping,8030
8101,1,Zilina Region,Cadca,0X,7X,18X,movies,8114
8102,0,Zilina Region,Cadca,0X,3X,16X,discos,8162
8103,0,Trnava region,hawthorn,2X,8X,18X,friends,8011
8104,0,Zilina Region,Zilina,0X,8X,18X,sports,8139
8105,1,abroad,abroad - gb,2X,8X,18X,hacking,8048
8106,1,Zilina Region,Cadca,2X,8X,18X,surfing the web,8115
8107,0,Zilina Region,Zilina,2X,8X,18X,shopping,8031
8108,0,Zilina Region,Kysucke New Town,0X,3X,14X,party,8086
8109,0,Zilina Region,Zilina,2X,3X,14X,hanging out,8177
8110,1,abroad,abroad - others,0X,7X,17X,discos,8192
8111,1,Zilina Region,Zilina,2X,7X,17X,food,8140
8112,1,Trencian region,Puchov,0X,7X,18X,sleeping,8032
8113,1,Zilina Region,Liptovsky Mikulas,2X,7X,17X,movies,8193
8114,0,Banská Bystrica Region,Poltar,2X,4X,15X,music,8049
8115,1,Zilina Region,Kysucke New Town,3X,7X,17X,sleeping,8178
8116,1,Zilina Region,Cadca,1X,5X,16X,sports,8116
8117,0,Zilina Region,Cadca,2X,5X,16X,shopping,8141
8118,1,Zilina Region,Cadca,2X,6X,17X,dancing,8033
8119,1,Banská Bystrica Region,elected,2X,6X,18X,music,8194
8120,1,Zilina Region,Zilina,4X,8X,17X,movies,8179
8121,0,Banská Bystrica Region,Brezno,0X,5X,16X,sports,8050
8122,1,Kosice region,sobrance,3X,5X,16X,music,8207
8123,1,Zilina Region,Zilina,0X,6X,18X,hiking,8034
8124,0,Banská Bystrica Region,Brezno,2X,5X,16X,music,8051
8125,1,bratislava region,bratislava - raca,0X,7X,17X,music,8208
8126,0,Zilina Region,Kysucke New Town,2X,5X,16X,movies,8180
8127,1,Zilinsky region,Martin,2X,15X,15X,reading,8035
8128,1,Zilina Region,Zilina,3X,10X,17X,food,8209
8129,1,Zilina Region,Zilina,1X,5X,17X,reading,8222
8130,0,Banská Bystrica Region,elected,2X,6X,17X,music,8036
8131,1,Zilina Region,Cadca,2X,6X,18X,music,8181
8132,0,Zilina Region,Cadca,2X,5X,16X,washing,8142
8133,1,Banská Bystrica Region,Brezno,0X,0X,0X,sports,8052
8134,1,Banska Bystrica Region,Banska Stiavnica,1X,8X,17X,traveling,8223
8135,0,Banska Bystrica Region,Banska Bystrica,1X,5X,16X,camping,8182
8136,1,Zilina Region,Zilina,2X,5X,16X,cooking,8037
8137,1,Zilina Region,Zilina,1X,5X,16X,traveling,8237
8138,1,abroad,abroad - gb,2X,5X,16X,swim,8210
8139,0,Zilina Region,Cadca,1X,7X,18X,baking,8163
8140,1,Banská Bystrica Region,Brezno,2X,6X,16X,traveling,8053
8141,0,Zilina Region,Kysucke New Town,0X,6X,16X,dancing,8224
8142,1,Trnava Region,Skalica,2X,7X,17X,friends,8183
8143,0,Zilina Region,Zilina,2X,5X,16X,surfing the web,8038
8144,1,Banská Bystrica Region,Brezno,1X,7X,17X,sleeping,8054
8145,1,Zilina Region,Cadca,0X,7X,17X,sports,8143
8146,1,Banská Bystrica Region,Brezno,0X,7X,17X,movies,8211
8147,0,Zilina Region,Kysucke New Town,2X,5X,17X,sports,8094
8148,1,Banská Bystrica Region,elected,2X,6X,18X,sports,8225
8149,1,Trnava region,Leopoldov,0X,6X,17X,knitting,8212
8150,0,abroad,abroad - Germany,1X,6X,17X,discos,8039
8151,0,Zilina Region,Kysucke New Town,2X,5X,16X,eating,8144
8152,0,Zilina region,apartment,2X,5X,16X,swim,8095
8153,1,Zilinsky region,Turzovka,2X,6X,18X,cooking,8164
8154,0,Zilina Region,Cadca,2X,6X,18X,reading,8145
8155,1,Banská Bystrica Region,Brezno,2X,8X,19X,PC games,8213
8156,0,Zilina Region,Cadca,1X,7X,17X,shopping :d:d,8096
8157,0,Zilina Region,Cadca,2X,7X,17X,friends,8146
8158,1,Zilina Region,Zilina,0X,7X,17X,no. 1 sex,8165
8159,0,Zilina Region,Cadca,1X,5X,17X,friends,8040
8160,0,Banská Bystrica Region,Brezno,1X,5X,17X,cooking,8055
8161,0,Zilina Region,Kysucke New Town,2X,5X,16X,friends,8214
8162,1,Presov Region,Kezmarok,0X,7X,18X,swim,8097
8163,1,Zilina Region,Cadca,0X,6X,18X,party,8166
8164,1,Zilina Region,Cadca,2X,7X,18X,swim,8252
8165,1,Zilina Region,Zilina,0X,3X,16X,party,8041
8166,1,Zilina Region,Cadca,1X,7X,17X,housework,8167
8167,1,Banská Bystrica Region,Brezno,2X,7X,17X,music,8215
8168,0,Banská Bystrica Region,Brezno,1X,7X,18X,discos,8056
8169,1,abroad,abroad - usa,1X,4X,16X,sports,8098
8170,1,Banská Bystrica Region,Brezno,0X,5X,17X,sports,8216
8171,1,Zilina Region,Kysucke New Town,2X,7X,18X,music,8226
8172,0,Trencin region,Trencin,1X,7X,18X,music,8267
8173,1,Zilina Region,Cadca,2X,7X,18X,food,8099
8174,1,Zilina Region,Cadca,0X,7X,19X,ironing,8168
8175,0,Zilina Region,Zilina,2X,7X,19X,camping,8282
8176,1,Zilina Region,Zilina,1X,7X,19X,camping,8227
8177,0,Zilina region,apartment,1X,7X,19X,traveling,8100
8178,0,abroad,abroad - usa,1X,5X,18X,games,8268
8179,1,Zilina Region,Kysucke New Town,1X,5X,18X,sleeping,8283
8180,1,Zilina Region,Cadca,2X,9X,19X,sports,8101
8181,0,Zilinsky region,Turzovka,2X,5X,16X,housework,8284
8182,1,Zilina Region,Zilina,2X,7X,18X,party,8217
8183,1,Banská Bystrica Region,Brezno,1X,7X,18X,swim,8184
8184,0,Zilina Region,Kysucke New Town,0X,7X,18X,camping,8148
8185,0,Zilina Region,Cadca,1X,5X,17X,friends...,8297
8186,1,Zilina Region,Kysucke New Town,2X,5X,16X,party,8228
8187,1,Trencin region,Trencin,1X,6X,17X,tractors,8185
8188,0,Trnava Region,Skalica,1X,8X,17X,movies,8229
8189,0,Zilina region,apartment,2X,5X,17X,drawing,8298
8190,0,Zilinsky region,Martin,0X,5X,17X,music,7966
8191,1,kosick region,kosice - west,1X,5X,17X,farming,8218
8192,1,Zilina Region,Zilina,2X,10X,18X,food,8230
8193,1,abroad,abroad - gb,2X,10X,18X,painting,8186
8194,1,Banská Bystrica Region,elected,0X,10X,18X,games,8219
8195,0,Zilina Region,Zilina,1X,5X,18X,traveling,8312
8196,1,Zilina Region,Zilina,1X,8X,19X,music,8231
8197,1,Zilina Region,Cadca,1X,6X,17X,party,8149
8198,1,Zilina Region,Zilina,1X,6X,17X,discos,8220
8199,0,Zilinsky region,Turzovka,0X,6X,17X,sports,8285
8200,0,Zilina Region,Zilina,2X,5X,16X,movies,8129
8201,1,Banská Bystrica region,Dudince,2X,6X,19X,swim,8187
8202,0,kosick region,kosice - west,2X,5X,17X,hiking,8253
8203,0,Zilina Region,Cadca,0X,5X,17X,dancing,8299
8204,0,Kosicky region,Kosice - Krasna nad Hornadom,1X,4X,15X,discotheques,8150
8205,0,Zilina Region,Zilina,0X,8X,18X,PC games,8232
8206,1,Banska Bystrica Region,Banska Bystrica,1X,6X,18X,movies,8221
8207,1,Trencin region,Trencin,1X,8X,17X,photography,8188
8208,0,Zilina Region,Cadca,1X,8X,17X,business,8286
8209,1,Zilina Region,Zilina,1X,7X,17X,movies,8254
8210,0,Zilinsky region,Martin,1X,5X,16X,dancing,8313
8211,1,Zilina Region,Zilina,1X,6X,17X,sports,8151
8212,0,Zilina Region,Zilina,0X,6X,17X,swim,8300
8213,1,Trenc region,Dubnica nad Vahom,2X,5X,16X,shopping,8327
8214,0,Banská Bystrica region,velky krtis,0X,6X,17X,sleeping,8189
8215,0,Bratislava region,Bratislava - Devinska nova ves,2X,5X,16X,friends,8130
8216,1,Zilina region,apartment,2X,8X,19X,PC games,8233
8217,1,Zilina Region,Zilina,2X,7X,17X,movies,8287
8218,1,abroad,abroad - gb,2X,7X,19X,movies,8328
8219,0,Zilina Region,Zilina,1X,8X,18X,party,8314
8220,1,Banská Bystrica Region,Brezno,2X,8X,17X,friends,8190
8221,0,Trnava region,gallant,1X,5X,16X,music,8255
8222,0,Zilina region,apartment,1X,5X,16X,music,8288
8223,1,Zilina Region,Zilina,0X,7X,17X,food,8131
8224,0,Banská Bystrica Region,Kremnica,2X,6X,17X,PC games,8329
8225,1,Zilina Region,Zilina,0X,8X,18X,surfing the web,8234
8226,1,Zilinsky region,Martin,1X,8X,18X,hacking,8191
8227,0,Zilina Region,Zilina,1X,4X,16X,sports,8152
8228,1,Zilina Region,Cadca,0X,7X,18X,sports,8330
8229,0,Zilina Region,Cadca,2X,7X,18X,friends,8342
8230,1,Zilina Region,Cadca,2X,7X,18X,music,8256
8231,0,Zilina Region,Zilina,0X,8X,19X,walking the dog,8289
8232,1,Bratislava region,Malacca,0X,8X,19X,graffiti,8357
8233,1,Zilina Region,Cadca,0X,7X,18X,sleeping,8301
8234,0,Zilina Region,Cadca,0X,7X,18X,hiking,8315
8235,1,Zilina Region,Cadca,2X,7X,17X,sports,8331
8236,1,abroad,abroad - usa,0X,7X,17X,music,8153
8237,1,Banská Bystrica Region,Brezno,0X,7X,17X,movies,8343
8238,0,Bratislava region,Bratislava - others,0X,7X,17X,camping,8257
8239,0,Zilina Region,Zilina,1X,5X,17X,swim,8332
8240,0,Zilina region,apartment,1X,9X,18X,working with PC,8302
8241,0,Zilina Region,Cadca,2X,9X,18X,traveling,8316
8242,0,Banska Bystrica Region,Banska Bystrica,2X,5X,16X,camping,8195
8243,1,Zilina Region,Zilina,2X,8X,18X,music,8235
8244,0,Zilina Region,Zilina,2X,8X,18X,dancing,8358
8245,0,Zilina Region,Zilina,1X,7X,19X,cooking,8154
8246,0,Zilina Region,Cadca,2X,7X,19X,movies,8258
8247,0,abroad,abroad - usa,0X,8X,18X,photography,8290
8248,1,Zilina Region,Cadca,0X,5X,16X,music,8344
8249,1,Zilina Region,Cadca,2X,5X,16X,sports,8317
8250,1,Zilina Region,Cadca,1X,8X,19X,movies,8236
8251,0,Zilina Region,Cadca,1X,8X,19X,sports,8359
8252,1,Banská Bystrica Region,Brezno,2X,7X,18X,flying,8196
8253,1,bratislava region,bratislava - ruzinov,2X,7X,17X,party,8318
8254,1,Zilina Region,Cadca,2X,6X,17X,photography,8259
8255,0,Banska Bystrica Region,Banska Bystrica,2X,6X,17X,traveling,8197
8256,1,Banska Bystrica Region,Banska Bystrica,0X,6X,17X,swim,8345
8257,0,Zilina region,apartment,0X,11X,18X,sleeping,8303
8258,1,Zilina region,apartment,2X,7X,18X,sports,8238
8259,0,kosick region,kosice - surroundings,2X,7X,18X,shopping,8360
8260,0,Zilina Region,Rajec,1X,7X,18X,movies,8291
8261,1,Banska Bystrica Region,Banska Stiavnica,1X,5X,18X,graffiti,8269
8262,1,Trnava Region,Skalica,0X,6X,17X,friends,8198
8263,0,Trencin region,Trencin,2X,7X,17X,traveling,8319
8264,1,Zilina Region,Cadca,2X,7X,17X,reading,8346
8265,1,Zilina Region,Cadca,1X,7X,17X,sports,8260
8266,0,Zilina Region,Zilina,2X,7X,17X,movies,8361
8267,1,Zilina Region,Cadca,2X,6X,18X,movies,8239
8268,0,Zilina Region,Zilina,0X,6X,18X,cooking,8304
8269,0,Zilina Region,Zilina,0X,6X,18X,swim,8372
8270,0,kosick region,spisska nova ves,1X,4X,16X,traveling,8347
8271,1,Zilina region,apartment,2X,4X,16X,movies,8292
8272,0,Banská Bystrica Region,elected,2X,4X,16X,shopping,8199
8273,0,Banská Bystrica Region,Hrinova,1X,4X,16X,surfing the web,8320
8274,0,Zilina Region,Zilina,1X,4X,16X,dancing,8305
8275,1,abroad,abroad - others,0X,12X,14X,games,8373
8276,1,Banská Bystrica Region,Brezno,0X,8X,18X,camping,8200
8277,0,Zilina Region,Rajecke Teplice,2X,5X,17X,sports,8362
8278,1,Trencin region,Trencin,2X,5X,17X,music,8321
8279,1,Zilinsky region,beautifully above Kysucou,1X,8X,18X,PC games,8306
8280,0,Zilina Region,Zilina,0X,4X,15X,swim,8293
8281,1,Banská Bystrica Region,Brezno,2X,9X,19X,photography,8201
8282,1,Nitrian region,Sala,0X,9X,19X,party,8270
8283,0,Zilina Region,Cadca,2X,9X,18X,strengthening,8307
8284,1,Bratislava Region,Bratislava - Karlova Village,0X,13X,5X,games,8363
8285,1,Bratislava region,Bratislava - others,2X,7X,18X,theater,8348
8286,1,Zilina Region,Kysucke New Town,2X,7X,18X,reading,8374
8287,0,Trencin region,Trencin,2X,8X,18X,sports,8322
8288,0,Zilina Region,Cadca,1X,7X,17X,shopping,8308
8289,0,abroad,abroad - usa,0X,7X,17X,reading,8271
8290,1,Zilina Region,Zilina,1X,7X,18X,movies,8375
8291,0,Zilina Region,Cadca,1X,6X,17X,sports,8349
8292,0,Zilinsky Region,Lower Kubin,2X,4X,18X,working with PC,8364
8293,1,Trencin region,Trencin,1X,7X,17X,cooking,8376
8294,0,Banská Bystrica Region,Brezno,3X,7X,17X,swim,8323
8295,0,Trenc region,Banovce nad Bebravou,2X,7X,17X,traveling,8202
8296,0,Zilina Region,Rajec,1X,7X,17X,friends,8309
8297,1,Banská Bystrica Region,elected,0X,6X,18X,hiking,8324
8298,1,Zilina Region,Cadca,2X,9X,18X,sleeping,8169
8299,1,Zilina Region,Kysucke New Town,2X,7X,18X,sports,8377
8300,0,Banska Bystrica Region,Banska Bystrica,2X,6X,17X,swim,8272
8301,1,Zilina Region,Cadca,1X,4X,16X,collecting,8294
8302,1,Banska Bystrica Region,Banska Bystrica,2X,8X,18X,sleeping,8203
8303,1,abroad,abroad - usa,2X,8X,17X,swim,8170
8304,0,kosick region,kosice - surroundings,0X,3X,15X,friends,8273
8305,1,Zilina Region,Cadca,0X,7X,17X,discos,8350
8306,0,Zilina region,apartment,2X,5X,17X,discos,8295
8307,0,abroad,abroad - gb,3X,5X,17X,sleeping,8204
8308,1,Zilina Region,Cadca,1X,6X,17X,music,8310
8309,1,Zilina Region,Zilina,1X,8X,19X,party,8378
8310,0,Banská Bystrica Region,elected,2X,5X,17X,sleeping,8325
8311,1,Banská Bystrica Region,Brezno,2X,6X,18X,music,8351
8312,1,Trenc region,by the way,3X,10X,18X,sports,8205
8313,1,Banská Bystrica region,blue stone,0X,8X,18X,dancing,8379
8314,0,Zilina Region,Zilina,1X,5X,17X,discos,8311
8315,0,Zilina Region,Rajecke Teplice,0X,5X,16X,friends,8296
8316,1,Zilina Region,Cadca,2X,7X,18X,traveling,8352
8317,1,Banska Bystrica Region,Banska Bystrica,2X,7X,18X,cooking,8206
8318,0,Zilina Region,Zilina,1X,7X,18X,music,8387
8319,1,Banská Bystrica Region,Poltar,2X,8X,18X,photography...,8353
8320,0,Zilina Region,Cadca,0X,6X,17X,music,8402
8321,0,Zilina Region,Zilina,2X,6X,17X,sports,8354
8322,0,Zilina Region,Kysucke New Town,2X,6X,17X,friends,8380
8323,1,abroad,abroad - others,0X,7X,18X,web surfing,8326
8324,1,Banská Bystrica region,zarnovica,0X,8X,19X,sports,8403
8325,0,Trnava region,Trnava,2X,8X,19X,food,8274
8326,1,Nitrian region,left,0X,5X,17X,movies,8355
8327,1,Banská Bystrica Region,Brezno,2X,8X,18X,PC games,8404
8328,0,Zilina Region,Kysucke New Town,2X,8X,18X,sleeping,8417
8329,0,Zilina region,apartment,0X,5X,16X,painting,8432
8330,0,Zilina Region,Kysucke New Town,1X,6X,19X,swim,8356
8331,1,Banská Bystrica Region,Brezno,2X,8X,17X,PC work,8405
8332,1,abroad,abroad - others,0X,5X,17X,music,8381
8333,0,Zilina Region,Zilina,2X,5X,16X,sports,8388
8334,1,Banská Bystrica Region,Brezno,2X,8X,18X,hacking,8406
8335,0,Trencian region,new city above Vahoh,1X,4X,15X,discos,8275
8336,1,Zilina Region,Cadca,2X,6X,17X,movies,8171
8337,0,Trencian region,Povazka bystrica,0X,4X,16X,dancing,8407
8338,0,Zilina Region,Zilina,2X,6X,16X,swim,8155
8339,1,Zilina Region,Zilina,2X,7X,18X,camping,8389
8340,1,Zilina Region,Kysucke New Town,2X,7X,18X,dancing,8333
8341,0,Trenc region,by the way,1X,7X,18X,movies,8276
8342,1,Zilina Region,Zilina,2X,8X,17X,surfing the web,8418
8343,1,Banská Bystrica Region,Poltar,3X,10X,19X,cooking,8408
8344,1,Zilina Region,Zilina,2X,9X,17X,friends,8156
8345,1,Zilina Region,Cadca,2X,6X,17X,sports,8172
8346,0,Zilina Region,Zilina,0X,5X,17X,discos,8447
8347,0,Trencin region,Trencin,0X,4X,15X,discos,8390
8348,1,Zilina Region,Cadca,2X,4X,15X,work with PC,8419
8349,1,Zilina Region,Cadca,2X,6X,17X,tear asphalt,8334
8350,1,Banská Bystrica Region,Brezno,2X,7X,18X,traveling,8409
8351,0,Zilina Region,Cadca,0X,7X,18X,party,8173
8352,1,Zilina Region,Zilina,2X,5X,17X,music,8448
8353,0,abroad,abroad - usa,1X,8X,18X,cooking,8391
8354,0,Zilina Region,Trstena,3X,6X,16X,music,8420
8355,1,Zilina Region,Zilina,2X,5X,16X,party,8433
8356,0,Zilina Region,Zilina,0X,5X,16X,traveling,8382
8357,1,Zilina Region,Cadca,2X,6X,17X,friends...,8335
8358,1,Zilina Region,Zilina,0X,8X,18X,shopping,8449
8359,0,Zilinsky region,Turzovka,0X,10X,19X,sports,8174
8360,1,Zilina Region,Zilina,2X,7X,19X,camping,8157
8361,1,Zilina Region,Zilina,2X,7X,18X,sports,8392
8362,0,Zilina Region,Zilina,1X,9X,19X,PC games,8421
8363,0,Trenc region,Bojnice,0X,5X,17X,music,8410
8364,1,Zilina Region,Cadca,2X,7X,18X,movies,8240
8365,1,Zilina Region,Zilina,2X,7X,18X,movies,8450
8366,0,Trnava region,Trnava,1X,5X,17X,sports,8277
8367,1,Czech Republic,Czech Republic - Ostrava region,2X,7X,17X,sports,8175
8368,1,Zilina Region,Kysucke New Town,2X,7X,19X,theater,8383
8369,0,Zilina Region,Cadca,0X,7X,18X,movies,8434
8370,0,Nitrian region,new castles,2X,5X,17X,theatre,8411
8371,0,Zilina region,apartment,0X,5X,16X,sports,8393
8372,1,Zilina Region,Zilina,0X,5X,16X,discos,8336
8373,0,Nitrian region,Sala,2X,5X,16X,sports,8422
8374,0,Zilina Region,Cadca,1X,7X,17X,shopping,8241
8375,0,Banská Bystrica Region,Brezno,2X,5X,16X,friends,8451
8376,0,Trenc region,by the way,1X,5X,16X,traveling,8278
8377,0,abroad,abroad - others,0X,2X,12X,traveling,8435
8378,1,Zilina Region,Cadca,2X,2X,12X,cooking,8412
8379,0,Zilina Region,Cadca,2X,2X,12X,eating,8176
8380,1,Zilina Region,Cadca,0X,9X,18X,traveling,8337
8381,1,abroad,abroad - others,0X,2X,16X,PC games,8384
8382,0,Zilina Region,Zilina,1X,4X,16X,traveling,8394
8383,1,Zilina Region,Durvosin,2X,9X,19X,friends,8452
8384,0,Nitrian region,left,1X,9X,19X,traveling,8242
8385,0,abroad,abroad - others,2X,9X,19X,music,8436
8386,0,kosick region,kosice - dargov heroes,0X,4X,16X,my friends,8261
8387,0,Zilina Region,Cadca,1X,7X,18X,camping,8423
8388,0,Trencian region,Nemsova,0X,4X,15X,photography,8385
8389,0,Zilina Region,Zilina,0X,5X,16X,discos,8413
8390,1,Zilina Region,Zilina,2X,6X,17X,music,8462
8391,1,Zilina region,apartment,2X,7X,17X,friends,8395
8392,0,Zilina region,apartment,0X,6X,18X,hacking,8279
8393,1,Bratislava region,Bratislava - surroundings,2X,8X,18X,surfing the web,8453
8394,1,Zilina Region,Cadca,2X,8X,18X,movies,8338
8395,0,Zilina Region,Durvosin,2X,8X,18X,sports,8424
8396,1,Zilinsky region,Martin,0X,10X,10X,breeding,8437
8397,1,Zilina Region,Zilina,1X,3X,18X,traveling,8463
8398,0,Zilina Region,Cadca,1X,9X,18X,music,8243
8399,0,Trenc region,partisan,1X,9X,17X,hiking,8280
8400,1,Zilina Region,Zilina,2X,8X,18X,sleeping,8396
8401,1,Zilina Region,Cadca,2X,8X,18X,swim,8339
8402,1,kosick region,kosice - dargov heroes,2X,6X,16X,music,8454
8403,0,abroad,abroad - others,0X,6X,16X,hacking...,8414
8404,0,Trencian region,Povazka bystrica,2X,6X,18X,shopping,8438
8405,0,Zilina Region,Zilina,2X,6X,18X,friends,8386
8406,0,abroad,abroad - others,0X,6X,17X,sports,8425
8407,1,Zilinsky region,Turzovka,2X,5X,17X,traveling,8397
8408,1,Zilina Region,Cadca,2X,5X,17X,games,8464
8409,0,Banská Bystrica Region,Brezno,0X,5X,17X,discos,8455
8410,0,Zilina Region,Durvosin,2X,5X,17X,sports,8415
8411,0,Zilina Region,Zilina,2X,5X,17X,sports,8439
8412,1,Banska Bystrica Region,Banska Bystrica,2X,6X,19X,PC games,8340
8413,1,Zilina Region,Cadca,2X,5X,16X,discos,8262
8414,1,Zilina Region,Cadca,1X,5X,16X,sleeping,8365
8415,0,Banská Bystrica region,zarnovica,1X,5X,16X,painting,8398
8416,0,Banská Bystrica Region,Brezno,1X,4X,15X,working with PC,8456
8417,0,Zilina Region,Cadca,2X,8X,17X,movies,8426
8418,0,Zilina Region,Zilina,0X,8X,17X,shopping,8477
8419,1,Zilinsky region,Turzovka,2X,6X,17X,movies,8244
8420,0,Zilina Region,Cadca,1X,5X,16X,pc games,8263
8421,1,Nitra Region,Nitra,0X,3X,15X,sports,8416
8422,0,abroad,abroad - France,0X,5X,18X,discos,8427
8423,1,Zilina Region,Kysucke New Town,1X,6X,17X,hiking,8465
8424,0,Zilinsky region,Martin,0X,5X,17X,music,8281
8425,1,Zilina Region,Cadca,0X,6X,17X,sports,8399
8426,1,Banská Bystrica Region,Brezno,2X,4X,16X,cooking,8478
8427,0,Zilina region,apartment,0X,4X,15X,discos,8440
8428,0,Zilina Region,Cadca,1X,6X,15X,movies,8492
8429,0,Zilina Region,Zilina,1X,7X,17X,friends,8245
8430,0,abroad,abroad - usa,0X,7X,17X,cooking,8158
8431,0,Trencian region,nova dubnica,1X,7X,17X,friends,8493
8432,0,Zilina Region,Zilina,2X,7X,17X,cooking,8441
8433,1,Zilina Region,Kysucke New Town,2X,7X,18X,camping,8341
8434,1,Zilina Region,Zilina,2X,8X,18X,sewing,8479
8435,0,abroad,abroad - others,0X,8X,17X,music,8264
8436,1,Zilina Region,Cadca,2X,7X,19X,sports,8246
8437,0,Zilina Region,Zilina,2X,7X,19X,camping,8159
8438,0,kosick region,spisska nova ves,0X,5X,17X,photography,8457
8439,1,Zilina Region,Zilina,2X,8X,17X,surfing the web,8480
8440,0,abroad,abroad - France,2X,8X,17X,movies,8442
8441,1,Banska Bystrica Region,Banska Stiavnica,1X,9X,18X,traveling,8366
8442,0,Zilina Region,Zilina,0X,6X,18X,traveling,8507
8443,1,Zilina Region,Cadca,0X,6X,17X,friends,8265
8444,0,Zilina Region,Cadca,2X,5X,17X,friends,8247
8445,1,Zilina Region,Zilina,2X,5X,17X,shopping,8160
8446,1,Zilina Region,Zilina,2X,5X,17X,discos,8443
8447,1,Zilina Region,Kysucke New Town,2X,6X,18X,games,8466
8448,1,Zilina Region,Zilina,2X,6X,18X,movies,8444
8449,1,Czech Republic,Czech Republic - Ostrava region,0X,7X,18X,sports,8248
8450,0,Zilina Region,Zilina,2X,7X,18X,movies,8428
8451,1,Zilinsky region,Martin,4X,7X,17X,sports,8266
8452,0,abroad,abroad - others,1X,7X,17X,dancing,8522
8453,1,Zilina Region,Cadca,1X,7X,17X,PC games,8400
8454,1,Banská Bystrica Region,Brezno,2X,7X,17X,party,8481
8455,0,Bratislava Region,Bratislava - Petrzalka,2X,7X,17X,cooking,8458
8456,0,Zilina Region,Zilina,1X,5X,16X,working with PC,8367
8457,0,Zilina Region,Zilina,0X,5X,17X,swim,8445
8458,0,Zilina Region,Zilina,0X,7X,17X,surfing the web,8429
8459,1,Zilina Region,Cadca,1X,5X,17X,movies,8537
8460,0,Zilina Region,Zilina,1X,5X,16X,friends,8508
8461,0,Banská Bystrica Region,elected,2X,6X,17X,hiking,8459
8462,1,Zilina Region,Cadca,0X,7X,17X,hiking,8401
8463,0,Zilina Region,Zilina,1X,5X,17X,friends,8368
8464,0,Nitrian region,new castles,2X,5X,16X,music,8523
